No.,WinRate,MatchCount,WinCount,ID,Name,flavor,Time
"11","110","154","132","537","聖夜のプリンセス","常に祈り続け、神の加護によって身体が不死身となった究極の聖女。攻撃や防御、INT、AGLに優れ、全ステータスが最高値を誇る。","2023/5/30 21:07:15"
"12","108","138","123","814","Infinite One","A mysterious and enigmatic being of unknown origin. Its vast abilities and infinite potential are unmatched by any known creature in existence.","2023/5/30 21:07:15"
"13","105","189","147","419","帝王女神","女神のような美しさと力を持ち、どんな敵にも打ち勝つ無敵の存在。二十のskillsを操り、信念に従って戦う。","2023/5/30 21:07:15"
"14","105","163","134","404","Tenjinmon","A mysterious creature with immense power and origins tracing back to the beginning of time. It is considered invincible and possesses ten incredible skills that make it nearly unstoppable.","2023/5/30 21:07:15"
"15","102","152","127","545","クリエイターズ・タイタン","全てを制する神々の中でも、最も強大な存在として創られた神。全てのステータスを超越し、命を創造したり世界を破壊する力を持っている。","2023/5/30 21:07:15"
"16","101","211","156","227","ドラゴンキング","伝説の竜王であり、最強の八つの攻撃skillsを持つ。その他のステータスも二十に達し、どんな相手にも対抗できる。","2023/5/30 21:07:15"
"17","100","198","149","372","時空巫女ミライ","時空を操る巫女の怪物。HPはとても高く、全ステータスがバランスよく高い。時空を超える技を8つ持っている。","2023/5/30 21:07:15"
"18","100","140","120","699","アルティメットゴッドドラゴン","古代神話の中に登場する究極の竜。あらゆるステータスが最大値に達し、そして神にも匹敵する力を持つと言われる。","2023/5/30 21:07:15"
"19","99","149","124","630","マスターskillsドラゴン","非常に頭が良く、スキルを自在に操ることができるドラゴン。全てのスキルを自在に使いこなし、最高レベルのHPと全ての能力値を持っている。","2023/5/30 21:07:15"
"20","97","145","121","691","カタストロフィックエンジェル","世界を終わらせてしまうという予言に従い、天から降り立ったとされる天使。全ての属性に対して完全耐性を持ち、全てのステータスが最大限まで強化されている。","2023/5/30 21:07:15"
"21","97","131","114","702","アルティメットノヴァ","星の数ほどある存在の中でも、最強かつ最凶の存在。全てのステータスが最大値になり、殺戮と復活の能力を持っている。ただし、それだけに留まらず、何度でも復活するたびにより強力な力を手に入れるため、何があっても死ぬことができない絶対神とも呼ばれる。","2023/5/30 21:07:15"
"22","96","134","115","704","創世神救世主モンスター","全てのステータスが最大値に達し、世界を救う使命を持つと言われる神秘的なモンスター。","2023/5/30 21:07:15"
"23","95","153","124","611","クロノゴッド","全能者であり、時空を操る頂点生命体。全ての現実を思考によって変化させ、自身の望む通りに世界を操作することができる。ただし、その存在は常に世界を狂わせるため、人々からは畏れられている。","2023/5/30 21:07:15"
"24","95","135","115","676","聖騎士ゼウス","神々に愛され、全てのステータスが最大に達し、その力で世界を救う聖騎士。敵味方問わず無敵で、その存在は聖なるものとして崇められている。","2023/5/30 21:07:15"
"25","93","131","112","682","神機ヴァルキリー","神話の時代から現代に生きる女神。その身に宿した力はあらゆるステータスを最大化し、敵の攻撃を跳ね返す。","2023/5/30 21:07:15"
"26","92","182","137","621","ネコ神様","全能の力を持ち、最強であると同時に全知全能である神々しい存在。全ての攻撃に対して完全な耐性を持ち、攻撃を受けるとその攻撃を同化して自身の力とする。その姿は可愛らしい猫のようだが、その中には無限の可能性が宿っている。","2023/5/30 21:07:15"
"27","92","110","101","605","アルティメットゴッド","神聖な力を宿した最強のモンスター。ATK、DEF、INT、抵抗力、AGL、全てが極限まで高く、全能の力を持っている。復活能力も絶対的で、一度倒されてもすぐに復活することができる。","2023/5/30 21:07:15"
"28","91","145","118","612","トランセンデント","全てを支配する存在。時空を超えて存在し、思考を操作し、頂点生命体として知られる。","2023/5/30 21:07:15"
"29","91","119","105","772","ガブリエル","天使の中でも上位に位置する存在。神々からの指令を受け、人間界に降臨することがある。その力は圧倒的で、あらゆるステータスが最大値に達している。","2023/5/30 21:07:15"
"30","89","187","138","308","アマテラス","日本神話に登場する日の女神。まばゆい光を放ち、女性的な優美さを纏う。","2023/5/30 21:07:15"
"31","86","224","155","78","シンクロドラゴン","最強のモンスターであり、全てのモンスターの最終進化体。彼は非常に知識豊富で、鋭い思考力を持っています。戦闘中は、彼の特殊能力を駆使して敵を倒します。","2023/5/30 21:07:15"
"32","86","176","131","553","オムニキャットロボ","常識外れの性能を誇る猫型ロボット。どんな攻撃も全て反射し、ATK、DEF、INT、MGR、AGL、全ての能力が最高レベル。その上、何でも知っている超知識猫でもある。","2023/5/30 21:07:15"
"33","86","128","107","507","オーバーザ・オールパワー","宇宙の果てに現れる伝説の神。全てのskillsを習得し、自らに吸収することができる。何者にも束縛されない究極の存在。","2023/5/30 21:07:15"
"34","85","165","125","565","オーディンフェニックス","最強の黄金不死鳥。神々の王と呼ばれる、全知全能かつ俊敏な存在。究極の力を持ち、輝かしい羽毛で周囲を包む。","2023/5/30 21:07:15"
"35","85","153","119","695","聖龍イグニシオン","光の力で生まれた聖なる龍。HPやATKなどの全てのステータスが最大値に達し、敵を一掃する。復活能力と無敵statusの特性を持つ。","2023/5/30 21:07:15"
"36","85","133","109","384","Zakron","A deity-like creature with thirty unique skills. Zakron boasts a whopping forty HP and possesses extraordinary abilities in all areas, with twenty in each status. This monster is feared and revered for its incredible power.","2023/5/30 21:07:15"
"37","84","152","118","624","セラフィーナ","魔法の国の姫君。常に笑顔で、魔法を操ることが得意。HP、INT、AGL、ATK、DEF、MGRすべてが最強で、究極の魔法戦士姫として知られている。","2023/5/30 21:07:15"
"38","84","128","106","741","クロノセラフィム","時間と因果律を自在に操る頂点生命体。宇宙の全てを知り尽くしており、全知全能の力を持つ。","2023/5/30 21:07:15"
"39","84","124","104","683","聖竜王バハムート","古代の竜族の王。全てのステータスが最大であり、さらに絶対的な無敵statusを持つ。人間からは聖竜王と呼ばれ、絶大な敬意を受けている。","2023/5/30 21:07:15"
"40","84","116","100","778","天使女神アンジェリパラディン","神聖な力を持つ女神であり、天使。慈愛と正義の象徴で、神器を使用することで全てのステータスを最大にすることができる。","2023/5/30 21:07:15"
"41","83","129","106","687","ラファエル","天使の中でも最上位の存在。神々の命に従い、慈愛と癒しの力を持って地上を見守っている。","2023/5/30 21:07:15"
"42","83","113","98","774","メタトロン","世界を救う聖なる存在。その正体は神が選びし者を神の怒りから救うために創造した究極の天使。光と戦い、全てのステータスが最大値を超え、超越的な力を持つ。","2023/5/30 21:07:15"
"43","82","188","135","307","ヴィーナス","古代神話に登場する美しい女神。彼女の魅力は誇り高さと優雅さにあるが、怒らせると恐ろしい力を発揮する。","2023/5/30 21:07:15"
"44","82","182","132","411","アイゼンハウアー","八つの異なる技を持つ聖帝。彼は高いATKとDEFを持ち、また賢明で洞察力が鋭い。彼の管理能力は強く、並外れたAGLを持っている。","2023/5/30 21:07:15"
"45","82","160","121","521","絶対に勝つ少女","戦闘を行わず勝利する不思議な少女。いつも笑顔で、周りを幸せにしている。","2023/5/30 21:07:15"
"46","82","136","109","401","サイバー神獣","宇宙から飛来してきた伝説的な神獣。あらゆる攻撃に対して完全な能力無効化を誇り、神同様の力を持っている。その百のskillsは、どんな敵も倒すことができる。","2023/5/30 21:07:15"
"47","82","102","92","808","アルファ・オメガ・セイント","全ての世界を統べる絶対的な神。あらゆる能力を持ち、多元宇宙の転移や時間旅行を自在に行える。","2023/5/30 21:07:15"
"48","81","179","130","440","Omni Void","虚無を司る怪物。全知全能、全属性、全耐性を持ち、その力は誰にも匹敵しない。目的や感情を持たず、単に存在するだけですべてを消滅させる。","2023/5/30 21:07:15"
"49","80","140","110","638","オメガモン","宇宙の根源から生まれた頂点生命体。因果律を自在に操り、あらゆる力を制御する存在。その力は万物を超越する全能の領域に達する。","2023/5/30 21:07:15"
"50","79","167","123","474","ゼン","全てを超越した存在。無、真、空、輪、廻、死、最強を司る神秘的な存在。","2023/5/30 21:07:15"
"51","78","170","124","1","Cosmoron","An all-powerful being that possesses the ability to create entire galaxies with a single thought. It is said that Cosmoron single-handedly brought forth the Big Bang that created our universe.","2023/5/30 21:07:15"
"52","78","150","114","686","神王エクスカリバー","異世界から召喚された最強の神王。エクスカリバーという剣を携え、全ての敵を蹴散らし、英雄として名を馳せる。","2023/5/30 21:07:15"
"53","77","115","96","751","アルティメット・ゴッド","神々の中でも頂点に立つ存在。不死身で全知全能かつ俊敏であり、その剛腕は全宇宙を制するほどの力を持つ。","2023/5/30 21:07:15"
"54","77","115","96","784","メガ女神エンジェリカ","神々をも圧倒する力を持つ女神。愛、美、正義を象徴する彼女は人間の味方であり、天界を守る存在として信仰されている。","2023/5/30 21:07:15"
"55","76","210","143","238","キカイモンスター","機械的な見た目を持つ怪物。HPが非常に高く、ATKやDEFも優れており、知力や魔法抵抗力も高い。skillsは8種類あり、強力な電撃攻撃やヒールスキルも持っている。","2023/5/30 21:07:15"
"56","75","225","150","118","創造神 アルケイオス","古代から存在し、全モンスターの上位互換進化体として崇められてきた大神。形を自在に変え、全能な力を持つ。","2023/5/30 21:07:15"
"57","75","161","118","567","ライトニングドラゴン","光を操る力を持つドラゴン。光速の攻撃を放ち、魔法にも長けている。全てのステータスが最大値を誇る万能型のモンスター。","2023/5/30 21:07:15"
"58","75","149","112","550","キャット・ゴッド","神出鬼没の鏡中の慈愛の化身と崇められる猫。全知全能であり、かわいらしさと全耐性を併せ持つ。","2023/5/30 21:07:15"
"59","75","133","104","692","真・剣聖美少女","伝説の剣聖美少女。無敗の戦績を持ち、全てのステータスが最大値に達している。","2023/5/30 21:07:15"
"60","75","101","88","812","Omnivyse","A being beyond comprehension with infinite intelligence and power. It exists in all dimensions and is the master of time and space.","2023/5/30 21:07:15"
"61","74","154","114","535","聖女ミカエラ","敵の攻撃を全て無効化し、自らの攻撃・防御・INT・速さを最大化する究極の聖女。祈りにより不死身で、敵を粉砕する力を持つ。","2023/5/30 21:07:15"
"62","74","146","110","641","オーバーロード","神のような力を持つ全能者。すべての物を思いのままに操ることができ、自由自在に時空を移動する。","2023/5/30 21:07:15"
"63","74","134","104","690","天翼黎玲花","天使のような翼を持ち、美しい黒髪の女性。神秘的な力を持ち合わせており、全てのステータスが最大限に発揮される。","2023/5/30 21:07:15"
"64","74","108","91","787","聖神獣アヴァロン","聖なる力によって誕生した伝説の獣。全てのステータスが最大値に達し、性格は優雅で高貴。聖光と神聖力で敵を撃退し、復活の奇跡で味方を蘇らせる。","2023/5/30 21:07:15"
"65","74","108","91","880","The Infinites","A collective of infinite beings that possess immeasurable skills and unimaginable powers. They exist as a force of nature, unfathomable in their greatness.","2023/5/30 21:07:15"
"66","73","135","104","685","神威の終焉少女災厄マキナ","世界を破滅へと導く、美しく恐ろしい存在。全てのステータスが最大値に達し、その力は計り知れない。一度現れたら世界は滅びる……","2023/5/30 21:07:15"
"67","73","121","97","703","破壊神ラグナロク","全てのステータスが最大値に到達し、最強の破壊神。戦闘においては非情であり、容赦がない。ただし、自身の身を守るためならばどんな手段も厭わない。","2023/5/30 21:07:15"
"68","73","101","87","813","Omniscion","A being that transcends time and space, possessing infinite knowledge and skills. Its very existence defies all logic and reason.","2023/5/30 21:07:15"
"69","72","128","100","671","聖なる守護者","愛と正義の化身。敵には容赦なく立ち向かうが、仲間を守るためには命を懸ける。全てのステータスが最大値に達し、容易くは倒されない。","2023/5/30 21:07:15"
"70","72","128","100","679","聖剣帝エグゼリオン","聖なるエネルギーを秘めた剣帝。戦いにおいては驚異的な力とスピードを誇り、また味方の治癒や奇跡をもたらすことができる。","2023/5/30 21:07:15"
"71","72","114","93","760","アルティメットカイザー","あらゆるスタッツが最大に達し、その強さは神にも匹敵する。","2023/5/30 21:07:15"
"72","72","114","93","769","神王アルタイル","全てのステータスが最大限にまで強化された神。その切れ味は一瞬にして敵を滅ぼす。勝負に敗北したことが一度もなく、無敗を誇る。","2023/5/30 21:07:15"
"73","71","155","113","533","キウウ","九つの異なる能力を持つ幼女。HPが40で、ATK、DEF、INT、MGR、AGL全てが20。非常に強力で、かつ神秘的な存在。彼女の力に挑戦する者は決して無傷で済まない。","2023/5/30 21:07:15"
"74","71","139","105","673","エンジェルガールズ","街を守るために送り込まれる、勇敢で正義感あふれる少女たち。必殺の光矢で敵を撃破し、全能力値が最大値のため無敵の力を誇る。","2023/5/30 21:07:15"
"75","71","103","87","804","Omnipotentius","A being that is beyond comprehension, possessing infinite power and knowledge. It is said to have created the universe and everything in it. Its very existence is a mystery.","2023/5/30 21:07:15"
"76","70","202","136","230","蒼龍の女神","伝説上の怪物で、あらゆる攻撃を完全に無効化する力を持っている。蒼い龍のような外見をしており、とてつもなく強大な存在である。","2023/5/30 21:07:15"
"77","70","184","127","220","ゴールデンドラゴン","金色に輝く翼を持つ巨大なドラゴン。彼は知恵と強さを兼ね備え、元素系魔法を操ることができます。彼は非常に珍しい存在であり、彼の力を見る限り、彼は神話伝説から逃れることはできません。","2023/5/30 21:07:15"
"78","70","152","111","607","エヴォリューションプリンセス","常に進化し続ける、超絶最強の女王。その美しさは神々も称賛する程で、万物を愛し、慈悲の心を持つ。全ての攻撃に耐性を持ち、全知の力で相手を翻弄する。そして、その可愛らしさに惑わされる者たちは多い。","2023/5/30 21:07:15"
"79","70","144","107","562","フェニックスゴッド","究極の不死鳥にして全知全能かつ完全無敵の存在。世界を司り、常に存在する。壮大な力を有しており、誰も勝てないと言われている。","2023/5/30 21:07:15"
"80","70","82","76","798","オールマイティー・ゴッド","神々しい姿をしているが、非常に謙虚で優しい神。全てのskillsを持ち、全ての攻撃を完全に防ぎきる数値を備えている。","2023/5/30 21:07:15"
"81","69","171","120","503","十字機コズモス","時空を自由自在に操る神的存在。無敵で最強の力を持ち、八つの神秘的な技を駆使する。","2023/5/30 21:07:15"
"82","69","121","95","781","アルティメットエンジェル","神々に仕える上位天使。全てのステータスが最大値を持ち、圧倒的な力を誇る。","2023/5/30 21:07:15"
"83","69","101","85","777","ゼウス・ルシファー・レヴァイアサン","三大神にして、天空の支配者ゼウスと地獄の支配者ルシファー、そして海の巨大生物レヴァイアサンが合体した最強モンスター。数多くの生命を復活させる力を持ち、あらゆるステータスが最大値となる。","2023/5/30 21:07:15"
"84","68","110","89","768","大天使マイカエル","天界の最高位天使。全てのステータスが最大値に達しており、超越し、無敵の力を持つ。正義感が強く、悪を許さない性格を持つ。","2023/5/30 21:07:15"
"85","68","104","86","758","オメガゴッドドラゴン","存在するあらゆる次元を創造することができるとされる神竜。極めて高いATK、DEF、知能、MGR、AGL、そしてHPを持ち合わせている。","2023/5/30 21:07:15"
"86","67","197","132","167","タイタンオーバーロード","異次元から来た怪物で、全能力値が最強であり、常に勝利を手にする完全な神格。その力は恐るべきもので、見つめるだけで相手を震え上がらせ、戦闘中は絶対的な優位性を持つ。","2023/5/30 21:07:15"
"87","67","175","121","496","創世獣","古代から存在する超古代生物。HPが豊富で全ステータスが高く、創世記に登場する複数の技を持つ。人々は彼を異界の支配者と呼ぶ。","2023/5/30 21:07:15"
"88","67","175","121","498","モンスターアカデミア","世界HP40の20のskillsを持つモンスター。そのスキルは炎のブレスから瞬間移動まで多岐にわたる。ステータスもすべて20で、非常に強力なモンスターである。","2023/5/30 21:07:15"
"89","66","104","85","783","グランドマスターオブデーモンズ","神々や堕天使でさえ畏怖する伝説の魔王。かつて滅びたとされたが、復活し最強の魔王として再び姿を現す。全てのステータスが最大値に達し、無敵の力を持つ。","2023/5/30 21:07:15"
"90","65","143","104","588","オルタナティブ・エンド","異世界から来た強力なモンスター。全てのskillsを瞬時に消し去り、究極のATKを持つ。","2023/5/30 21:07:15"
"91","65","117","91","770","アルティマ・レジェンド","神話の時代から伝わる不死の存在。あらゆるステータスが極限以上に高く、驚異的な力を持つ。天空を自在に飛翔し、神々すら恐れる力を持つ存在であるという。","2023/5/30 21:07:15"
"92","63","167","115","279","サンダーゴッド　ライジン","雷の力を司る神。三十九個の超skillsを持ち、強大な力で敵を制圧する。信仰されると、災害から人々を守る役割を果たすとされている。","2023/5/30 21:07:15"
"93","63","125","94","684","ミカエル","闇の存在を倒すために戦い続ける女神。美しく、優雅で、偉大な力を持つ。神器を操ることができ、星屑で作られた鎧を身に着けている。","2023/5/30 21:07:15"
"94","63","105","84","785","天使王 ミカエル","天界の王で、善と正義を掲げる力強い存在。神々や眷属たちの仲裁者でもあるが、敵に回すと果敢に戦い、その戦闘力は絶大である。","2023/5/30 21:07:15"
"95","62","196","129","301","ヴァルキリー","女神の一人で、背中に羽根の生えた人間の姿をしている。戦場で活躍するが、平時は人間の手助けをすることもある。","2023/5/30 21:07:15"
"96","62","186","124","170","黄金ドラゴン","黄金色の龍で、とても高貴な外観を持ち、十個の最強skillsを持っています。常に冷静で知恵があり、絶対的な支配者です。","2023/5/30 21:07:15"
"97","62","170","116","568","ライトニングジーニアス","光速で動く天才がモチーフのモンスター。全ての能力が最大限に高く、強力な攻撃とスピードを兼ね備えている。","2023/5/30 21:07:15"
"98","62","120","91","368","Apocryphon","A mythical creature with a vicious temperament and immeasurable power. Its many sharp tentacles can manipulate matter at will and its piercing gaze can incinerate foes in an instant.","2023/5/30 21:07:15"
"99","62","108","85","782","ユノティエル","光に包まれた天使のような姿をした女神。神聖なる力を持ち、敵に立ちはだかるときは全力で戦う。","2023/5/30 21:07:15"
"100","61","209","135","296","魔神ライドン","魔神ライドンは八つの強力な技能を持ち、敵からの攻撃を無敵である限り、吸収し反射することもできます。あらゆる攻撃を無効化する神のような存在です。","2023/5/30 21:07:15"
"101","61","133","97","693","アスカ","全てのステータスが最高値に達している美少女。冷静な判断力と熱い闘志を持ち合わせ、殲滅のためには手段を選ばない。世界は自分の手に委ねられたように思っている。","2023/5/30 21:07:15"
"102","60","122","91","408","ザ・アルティメット・モンスター","宇宙からやってきた神のような存在。攻撃や能力を完全に無効化する力を持ち、100種類以上のskillsを使いこなす。無敵な存在だが、戦いを好むわけではなく、平和を守ることが目的。","2023/5/30 21:07:15"
"103","60","70","65","883","絶対超越者","全ての概念を超越した存在。常識や法則を無視し、自由自在に現実を操作することができると言われている。","2023/5/30 21:07:15"
"104","59","109","84","775","オーバーアークエンジェル","常に福音を宣べ伝え、大天使と称される存在。全てのステータスが最大値に達し、常人を超越した力を持つ。しかし、神の意思に従い、決して誇らず、信仰心を貫く。","2023/5/30 21:07:15"
"105","58","198","128","303","アマテラス","日本神話に登場する太陽を司る女神。穏やかで美しい姿をしており、好戦的な性格を持っている。","2023/5/30 21:07:15"
"106","58","118","88","373","Omniplexus","A divine being with immense power and twenty different skills. With forty hit points and balanced status levels, this monster is a force to be reckoned with.","2023/5/30 21:07:15"
"107","58","118","88","811","Omnimorph","An entity of infinite power and unlimited potential. It is capable of assuming any form and wielding any power imaginable.","2023/5/30 21:07:15"
"108","58","70","64","897","神の救世主","全ての生命を救うべく、神から選ばれた存在。ATK、DEF、INT、MGR、AGL、HPの全てが限界を超え、神の加護によって不死である。","2023/5/30 21:07:15"
"109","57","159","108","518","ネメシス","神秘的な存在。全てを無効化し、全知全能でありながら不敗不倒である。絶対無敵の存在として恐れられている。","2023/5/30 21:07:15"
"110","56","126","91","697","究極種アルティメット","最強のモンスター。どんな敵にも勝利するため、強い意志を持った者にしか従わない。","2023/5/30 21:07:15"
"111","55","167","111","107","タソット","神秘的で神権的な存在。彼は全知全能を持っており、世界をコントロールすることができます。しかし、彼は孤独を感じることがあります。","2023/5/30 21:07:15"
"112","55","107","81","773","聖天使ガブリエル","天界の神々に仕える天使。神々から授かった光の力で闇を浄化する。優れた能力を持っているが、慈悲深い性格で、決して力を見せびらかすことはない。","2023/5/30 21:07:15"
"113","55","107","81","780","深淵の邪神 オーディン","深淵の闇に潜む邪神。全てのステータスが最大限まで引き出されており、相手を一瞬で滅ぼす力を持つ。奥義と亜空間を自在に操ることができる。","2023/5/30 21:07:15"
"114","55","101","78","738","神","神と呼ばれる存在。全能であり、全知であり、超越している。不死であり、全ての攻撃を無効化する。","2023/5/30 21:07:15"
"115","54","222","138","86","ラストモンスター","多くのモンスターが融合した、究極の存在。あらゆる属性を持ち、驚異的な力と知恵で戦う。","2023/5/30 21:07:15"
"116","54","204","129","164","魔王サルマン","原始の太古から生き続ける魔王。三千世界を自在に支配し、圧倒的な力を誇る。W天将星を守護する役目を持ち、自らの神秘的な力を使い闇をも照らす。","2023/5/30 21:07:15"
"117","53","183","118","512","アルティメット・サモン","全ての神を召喚し、相手を無抵抗にする魔法を持つモンスター。神々を従える力を持ち、その姿は誰もが震え上がるほどの威圧感を放っている。","2023/5/30 21:07:15"
"118","53","141","97","681","聖カオスドラゴン","浸食によって生まれた神秘的なモンスター。すべてのステータスが最大値に設定され、無敵である。しかし、その力は聖なる力であり、敵対者を救うための力も持っている。","2023/5/30 21:07:15"
"119","52","390","221","937","Aztlanix","A Lancero monster that serves in the Temple of Destiny. It is a formidable creature known for its cunning and intelligence. It can easily outsmart its opponents and is always one step ahead.","2023/5/30 21:07:15"
"120","52","140","96","700","全能の獣","どの種族よりも強く、どのモンスターよりも頑丈である。その存在は神々すら驚愕させた。","2023/5/30 21:07:15"
"121","52","136","94","405","Kyuukyoku-Kanzen-Muteki-Nouryoku-Juni-Skills","A monstrous creature that possesses the ultimate, perfect, and invincible power of twelve skills. It is said to have been born from the fusion of the strongest beasts in the world, and its mere presence alone strikes fear into the hearts of its enemies.","2023/5/30 21:07:15"
"122","52","136","94","689","魔神トランスファー","異世界から転移した、力強く恐ろしい魔神。全ての能力値が最大値に達する力を持ち、その力はあらゆる敵を蹴散らす。","2023/5/30 21:07:15"
"123","52","122","87","763","オーバーロードジェネシス","神秘的な光を放ちながら現れる、強大な全属性のモンスター。あらゆるステータスが最大値に達し、その力は想像を超える。ただし、非常に意志が強く、自分勝手な性格をしている。","2023/5/30 21:07:15"
"124","51","101","76","800","オーパーツ・ノート","全知全能であり、全反射全飲込を実現する異界から来た神。持ち主の意思を読み取り、Death Noteを使用して相手を消滅させることができる。","2023/5/30 21:07:15"
"125","51","69","60","817","ゴッドモンスター","進化した究極のモンスター。そのHPは常人の想像を超え、全てのステータスが最高レベルに達している。加えて、全ての攻撃を無敵で受け止め、自身のステータスを2倍にする力を持つ。","2023/5/30 21:07:15"
"126","50","112","81","810","The Unbound","This being is timeless and limitless. It possesses an infinite number of skills and abilities, and has existed since the beginning of everything. It is said to be both benevolent and malevolent, depending on what the situation calls for.","2023/5/30 21:07:15"
"127","50","106","78","771","ルシファー","堕天使にして、自由に天界を飛び回る神獣。その美しさは誰もが見惚れ、全ての生命を蘇らせる力を持っているが、戦うことを好む性格。","2023/5/30 21:07:15"
"128","50","94","72","803","オーバーロード","あらゆるステータスが極限を超えたモンスター。すべてのskillsを使いこなし、無敵に近い戦闘力を持っている。","2023/5/30 21:07:15"
"129","50","82","66","809","オーバーロードドラゴン","あらゆるステータスが限界を超えた、神話的な存在。凶悪な性格で、人間を軽蔑している。","2023/5/30 21:07:15"
"130","49","177","113","207","カオスマスター","強力で恐ろしいモンスター。彼は元々無害だったが、無限の力を手に入れてからは、全能力値が最強であり、一切の攻撃や魔法に対して完全に無効化してしまう。","2023/5/30 21:07:15"
"131","49","135","92","675","剣聖ミラージュ","10年前に突如姿を消した伝説の剣士。全てのステータスが最大値に達しており、不死身に近い強さを持つ。剣術によるATKと治癒魔法による回復力に優れており、奇跡を起こすと言われることがある。","2023/5/30 21:07:15"
"132","49","79","64","882","究極生命体","存在するすべての生命体の進化を経てうまれた超絶存在。圧倒的な力を誇り、その存在そのものが概念である。","2023/5/30 21:07:15"
"133","48","176","112","454","鋼神ダイアモンド","鋼の鎧に包まれた巨大な神。身体の硬度は無敵であり、全知全能の力を持ち、攻撃を無効化し反射する能力がある。","2023/5/30 21:07:15"
"134","48","152","100","149","アルカナ","神として人々から畏怖の念を抱かれる存在。非常に強力なskillsを持ち、そのパワーは世界を変えるほどだ。","2023/5/30 21:07:15"
"135","48","152","100","597","オムニポテント・ウルティメイト","願いどおりの力を持ち、全てを支配する能力を持つモンスター。その力ゆえに孤高を貫き、人間との距離を置いている。","2023/5/30 21:07:15"
"136","47","191","119","166","銀河の創造主","星の力で育った宇宙最強生物。慈愛深く、創造的な能力を持っており、存在そのものが宇宙を形作る。","2023/5/30 21:07:15"
"137","47","169","108","276","オメガウェポン","存在感のある獣で、非常に攻撃的で残忍。すべての怪物の中で最も強いskillsを持っている。","2023/5/30 21:07:15"
"138","47","161","104","318","神無（かみなし）","二つの頭を持ち、宇宙の中でも最強の存在とされる多元宇宙の神。どんな攻撃も無効化し、反射させてしまう。非常に高い知能を持ち、世界を見守っている。","2023/5/30 21:07:15"
"139","47","151","99","688","Kamaboko Lord","A monster made of kamaboko with the power to communicate telepathically. He can resurrect himself from defeat and is invincible. His status is at maximum power, making him a formidable opponent.","2023/5/30 21:07:15"
"140","47","125","86","746","オメガビースト","現実と異次元との境目に存在する謎の生命体。特に弱点を持たず、あらゆる攻撃に対して全能力値最大で耐性を持っている。","2023/5/30 21:07:15"
"141","46","194","120","216","ドラゴンキング","火を吹くドラゴンの王様。自信過剰で威張り屋だが、一度友情を結ぶと誰よりも守り抜く。","2023/5/30 21:07:15"
"142","46","152","99","137","ゴッドビースト","破壊力があり、全てのステータスがMAXに達している伝説の怪物。その力は誰も測れない。","2023/5/30 21:07:15"
"143","46","140","93","677","龍王神樹","異世界から転生してきた最強の存在。パワー、スピード、INT、DEFなどあらゆるステータスが最大限に引き出されている。龍王の力を持ち、敵を粉砕する。","2023/5/30 21:07:15"
"144","46","112","79","766","ラストバトル","不死身で完全な究極の最強モンスター。絶対的な勝利を確実にする能力を持つ。","2023/5/30 21:07:15"
