No.,WinRate,MatchCount,WinCount,ID,Name,flavor,Time
"44","73","125","99","638","オメガモン","宇宙の根源から生まれた頂点生命体。因果律を自在に操り、あらゆる力を制御する存在。その力は万物を超越する全能の領域に達する。","2023/5/26 17:09:38"
"45","71","205","138","118","創造神 アルケイオス","古代から存在し、全モンスターの上位互換進化体として崇められてきた大神。形を自在に変え、全能な力を持つ。","2023/5/26 17:09:38"
"46","71","115","93","687","ラファエル","天使の中でも最上位の存在。神々の命に従い、慈愛と癒しの力を持って地上を見守っている。","2023/5/26 17:09:38"
"47","71","99","85","778","天使女神アンジェリパラディン","神聖な力を持つ女神であり、天使。慈愛と正義の象徴で、神器を使用することで全てのステータスを最大にすることができる。","2023/5/26 17:09:38"
"48","70","108","89","741","クロノセラフィム","時間と因果律を自在に操る頂点生命体。宇宙の全てを知り尽くしており、全知全能の力を持つ。","2023/5/26 17:09:38"
"49","69","187","128","230","蒼龍の女神","伝説上の怪物で、あらゆる攻撃を完全に無効化する力を持っている。蒼い龍のような外見をしており、とてつもなく強大な存在である。","2023/5/26 17:09:38"
"50","69","133","101","624","セラフィーナ","魔法の国の姫君。常に笑顔で、魔法を操ることが得意。HP、INT、AGL、ATK、DEF、MGRすべてが最強で、究極の魔法戦士姫として知られている。","2023/5/26 17:09:38"
"51","69","91","80","774","メタトロン","世界を救う聖なる存在。その正体は神が選びし者を神の怒りから救うために創造した究極の天使。光と戦い、全てのステータスが最大値を超え、超越的な力を持つ。","2023/5/26 17:09:38"
"52","68","146","107","567","ライトニングドラゴン","光を操る力を持つドラゴン。光速の攻撃を放ち、魔法にも長けている。全てのステータスが最大値を誇る万能型のモンスター。","2023/5/26 17:09:38"
"53","68","136","102","550","キャット・ゴッド","神出鬼没の鏡中の慈愛の化身と崇められる猫。全知全能であり、かわいらしさと全耐性を併せ持つ。","2023/5/26 17:09:38"
"54","67","171","119","307","ヴィーナス","古代神話に登場する美しい女神。彼女の魅力は誇り高さと優雅さにあるが、怒らせると恐ろしい力を発揮する。","2023/5/26 17:09:38"
"55","67","123","95","641","オーバーロード","神のような力を持つ全能者。すべての物を思いのままに操ることができ、自由自在に時空を移動する。","2023/5/26 17:09:38"
"56","67","109","88","671","聖なる守護者","愛と正義の化身。敵には容赦なく立ち向かうが、仲間を守るためには命を懸ける。全てのステータスが最大値に達し、容易くは倒されない。","2023/5/26 17:09:38"
"57","67","95","81","769","神王アルタイル","全てのステータスが最大限にまで強化された神。その切れ味は一瞬にして敵を滅ぼす。勝負に敗北したことが一度もなく、無敗を誇る。","2023/5/26 17:09:38"
"58","65","157","111","503","十字機コズモス","時空を自由自在に操る神的存在。無敵で最強の力を持ち、八つの神秘的な技を駆使する。","2023/5/26 17:09:38"
"59","65","127","96","686","神王エクスカリバー","異世界から召喚された最強の神王。エクスカリバーという剣を携え、全ての敵を蹴散らし、英雄として名を馳せる。","2023/5/26 17:09:38"
"60","65","77","71","798","オールマイティー・ゴッド","神々しい姿をしているが、非常に謙虚で優しい神。全てのskillsを持ち、全ての攻撃を完全に防ぎきる数値を備えている。","2023/5/26 17:09:38"
"61","64","178","121","167","タイタンオーバーロード","異次元から来た怪物で、全能力値が最強であり、常に勝利を手にする完全な神格。その力は恐るべきもので、見つめるだけで相手を震え上がらせ、戦闘中は絶対的な優位性を持つ。","2023/5/26 17:09:38"
"62","64","154","109","498","モンスターアカデミア","世界HP40の20のskillsを持つモンスター。そのスキルは炎のブレスから瞬間移動まで多岐にわたる。ステータスもすべて20で、非常に強力なモンスターである。","2023/5/26 17:09:38"
"63","64","132","98","607","エヴォリューションプリンセス","常に進化し続ける、超絶最強の女王。その美しさは神々も称賛する程で、万物を愛し、慈悲の心を持つ。全ての攻撃に耐性を持ち、全知の力で相手を翻弄する。そして、その可愛らしさに惑わされる者たちは多い。","2023/5/26 17:09:38"
"64","64","96","80","784","メガ女神エンジェリカ","神々をも圧倒する力を持つ女神。愛、美、正義を象徴する彼女は人間の味方であり、天界を守る存在として信仰されている。","2023/5/26 17:09:38"
"65","64","88","76","880","The Infinites","A collective of infinite beings that possess immeasurable skills and unimaginable powers. They exist as a force of nature, unfathomable in their greatness.","2023/5/26 17:09:38"
"66","64","84","74","813","Omniscion","A being that transcends time and space, possessing infinite knowledge and skills. Its very existence defies all logic and reason.","2023/5/26 17:09:38"
"67","63","189","126","238","キカイモンスター","機械的な見た目を持つ怪物。HPが非常に高く、ATKやDEFも優れており、知力や魔法抵抗力も高い。skillsは8種類あり、強力な電撃攻撃やヒールスキルも持っている。","2023/5/26 17:09:38"
"68","63","117","90","690","天翼黎玲花","天使のような翼を持ち、美しい黒髪の女性。神秘的な力を持ち合わせており、全てのステータスが最大限に発揮される。","2023/5/26 17:09:38"
"69","63","81","72","808","アルファ・オメガ・セイント","全ての世界を統べる絶対的な神。あらゆる能力を持ち、多元宇宙の転移や時間旅行を自在に行える。","2023/5/26 17:09:38"
"70","62","118","90","685","神威の終焉少女災厄マキナ","世界を破滅へと導く、美しく恐ろしい存在。全てのステータスが最大値に達し、その力は計り知れない。一度現れたら世界は滅びる……","2023/5/26 17:09:38"
"71","62","106","84","703","破壊神ラグナロク","全てのステータスが最大値に到達し、最強の破壊神。戦闘においては非情であり、容赦がない。ただし、自身の身を守るためならばどんな手段も厭わない。","2023/5/26 17:09:38"
"72","62","98","80","760","アルティメットカイザー","あらゆるスタッツが最大に達し、その強さは神にも匹敵する。","2023/5/26 17:09:38"
"73","61","165","113","220","ゴールデンドラゴン","金色に輝く翼を持つ巨大なドラゴン。彼は知恵と強さを兼ね備え、元素系魔法を操ることができます。彼は非常に珍しい存在であり、彼の力を見る限り、彼は神話伝説から逃れることはできません。","2023/5/26 17:09:38"
"74","61","139","100","535","聖女ミカエラ","敵の攻撃を全て無効化し、自らの攻撃・防御・INT・速さを最大化する究極の聖女。祈りにより不死身で、敵を粉砕する力を持つ。","2023/5/26 17:09:38"
"75","61","131","96","562","フェニックスゴッド","究極の不死鳥にして全知全能かつ完全無敵の存在。世界を司り、常に存在する。壮大な力を有しており、誰も勝てないと言われている。","2023/5/26 17:09:38"
"76","61","123","92","673","エンジェルガールズ","街を守るために送り込まれる、勇敢で正義感あふれる少女たち。必殺の光矢で敵を撃破し、全能力値が最大値のため無敵の力を誇る。","2023/5/26 17:09:38"
"77","61","109","85","679","聖剣帝エグゼリオン","聖なるエネルギーを秘めた剣帝。戦いにおいては驚異的な力とスピードを誇り、また味方の治癒や奇跡をもたらすことができる。","2023/5/26 17:09:38"
"78","61","97","79","751","アルティメット・ゴッド","神々の中でも頂点に立つ存在。不死身で全知全能かつ俊敏であり、その剛腕は全宇宙を制するほどの力を持つ。","2023/5/26 17:09:38"
"79","61","89","75","783","グランドマスターオブデーモンズ","神々や堕天使でさえ畏怖する伝説の魔王。かつて滅びたとされたが、復活し最強の魔王として再び姿を現す。全てのステータスが最大値に達し、無敵の力を持つ。","2023/5/26 17:09:38"
"80","61","87","74","787","聖神獣アヴァロン","聖なる力によって誕生した伝説の獣。全てのステータスが最大値に達し、性格は優雅で高貴。聖光と神聖力で敵を撃退し、復活の奇跡で味方を蘇らせる。","2023/5/26 17:09:38"
"81","61","83","72","804","Omnipotentius","A being that is beyond comprehension, possessing infinite power and knowledge. It is said to have created the universe and everything in it. Its very existence is a mystery.","2023/5/26 17:09:38"
"82","60","96","78","758","オメガゴッドドラゴン","存在するあらゆる次元を創造することができるとされる神竜。極めて高いATK、DEF、知能、MGR、AGL、そしてHPを持ち合わせている。","2023/5/26 17:09:38"
"83","59","171","115","170","黄金ドラゴン","黄金色の龍で、とても高貴な外観を持ち、十個の最強skillsを持っています。常に冷静で知恵があり、絶対的な支配者です。","2023/5/26 17:09:38"
"84","59","155","107","496","創世獣","古代から存在する超古代生物。HPが豊富で全ステータスが高く、創世記に登場する複数の技を持つ。人々は彼を異界の支配者と呼ぶ。","2023/5/26 17:09:38"
"85","59","115","87","692","真・剣聖美少女","伝説の剣聖美少女。無敗の戦績を持ち、全てのステータスが最大値に達している。","2023/5/26 17:09:38"
"86","59","113","86","373","Omniplexus","A divine being with immense power and twenty different skills. With forty hit points and balanced status levels, this monster is a force to be reckoned with.","2023/5/26 17:09:38"
"87","59","89","74","768","大天使マイカエル","天界の最高位天使。全てのステータスが最大値に達しており、超越し、無敵の力を持つ。正義感が強く、悪を許さない性格を持つ。","2023/5/26 17:09:38"
"88","58","190","124","296","魔神ライドン","魔神ライドンは八つの強力な技能を持ち、敵からの攻撃を無敵である限り、吸収し反射することもできます。あらゆる攻撃を無効化する神のような存在です。","2023/5/26 17:09:38"
"89","58","160","109","279","サンダーゴッド　ライジン","雷の力を司る神。三十九個の超skillsを持ち、強大な力で敵を制圧する。信仰されると、災害から人々を守る役割を果たすとされている。","2023/5/26 17:09:38"
"90","58","104","81","781","アルティメットエンジェル","神々に仕える上位天使。全てのステータスが最大値を持ち、圧倒的な力を誇る。","2023/5/26 17:09:38"
"91","57","111","84","368","Apocryphon","A mythical creature with a vicious temperament and immeasurable power. Its many sharp tentacles can manipulate matter at will and its piercing gaze can incinerate foes in an instant.","2023/5/26 17:09:38"
"92","57","83","70","777","ゼウス・ルシファー・レヴァイアサン","三大神にして、天空の支配者ゼウスと地獄の支配者ルシファー、そして海の巨大生物レヴァイアサンが合体した最強モンスター。数多くの生命を復活させる力を持ち、あらゆるステータスが最大値となる。","2023/5/26 17:09:38"
"93","56","176","116","301","ヴァルキリー","女神の一人で、背中に羽根の生えた人間の姿をしている。戦場で活躍するが、平時は人間の手助けをすることもある。","2023/5/26 17:09:38"
"94","56","164","110","512","アルティメット・サモン","全ての神を召喚し、相手を無抵抗にする魔法を持つモンスター。神々を従える力を持ち、その姿は誰もが震え上がるほどの威圧感を放っている。","2023/5/26 17:09:38"
"95","56","128","92","588","オルタナティブ・エンド","異世界から来た強力なモンスター。全てのskillsを瞬時に消し去り、究極のATKを持つ。","2023/5/26 17:09:38"
"96","56","106","81","684","ミカエル","闇の存在を倒すために戦い続ける女神。美しく、優雅で、偉大な力を持つ。神器を操ることができ、星屑で作られた鎧を身に着けている。","2023/5/26 17:09:38"
"97","55","79","67","812","Omnivyse","A being beyond comprehension with infinite intelligence and power. It exists in all dimensions and is the master of time and space.","2023/5/26 17:09:38"
"98","54","142","98","518","ネメシス","神秘的な存在。全てを無効化し、全知全能でありながら不敗不倒である。絶対無敵の存在として恐れられている。","2023/5/26 17:09:38"
"99","54","98","76","770","アルティマ・レジェンド","神話の時代から伝わる不死の存在。あらゆるステータスが極限以上に高く、驚異的な力を持つ。天空を自在に飛翔し、神々すら恐れる力を持つ存在であるという。","2023/5/26 17:09:38"
"100","53","207","130","86","ラストモンスター","多くのモンスターが融合した、究極の存在。あらゆる属性を持ち、驚異的な力と知恵で戦う。","2023/5/26 17:09:38"
"101","53","135","94","533","キウウ","九つの異なる能力を持つ幼女。HPが40で、ATK、DEF、INT、MGR、AGL全てが20。非常に強力で、かつ神秘的な存在。彼女の力に挑戦する者は決して無傷で済まない。","2023/5/26 17:09:38"
"102","53","111","82","408","ザ・アルティメット・モンスター","宇宙からやってきた神のような存在。攻撃や能力を完全に無効化する力を持ち、100種類以上のskillsを使いこなす。無敵な存在だが、戦いを好むわけではなく、平和を守ることが目的。","2023/5/26 17:09:38"
"103","53","95","74","782","ユノティエル","光に包まれた天使のような姿をした女神。神聖なる力を持ち、敵に立ちはだかるときは全力で戦う。","2023/5/26 17:09:38"
"104","51","161","106","107","タソット","神秘的で神権的な存在。彼は全知全能を持っており、世界をコントロールすることができます。しかし、彼は孤独を感じることがあります。","2023/5/26 17:09:38"
"105","51","153","102","568","ライトニングジーニアス","光速で動く天才がモチーフのモンスター。全ての能力が最大限に高く、強力な攻撃とスピードを兼ね備えている。","2023/5/26 17:09:38"
"106","51","91","71","785","天使王 ミカエル","天界の王で、善と正義を掲げる力強い存在。神々や眷属たちの仲裁者でもあるが、敵に回すと果敢に戦い、その戦闘力は絶大である。","2023/5/26 17:09:38"
"107","50","176","113","303","アマテラス","日本神話に登場する太陽を司る女神。穏やかで美しい姿をしており、好戦的な性格を持っている。","2023/5/26 17:09:38"
"108","50","98","74","811","Omnimorph","An entity of infinite power and unlimited potential. It is capable of assuming any form and wielding any power imaginable.","2023/5/26 17:09:38"
"109","50","94","72","738","神","神と呼ばれる存在。全能であり、全知であり、超越している。不死であり、全ての攻撃を無効化する。","2023/5/26 17:09:38"
"110","49","131","90","405","Kyuukyoku-Kanzen-Muteki-Nouryoku-Juni-Skills","A monstrous creature that possesses the ultimate, perfect, and invincible power of twelve skills. It is said to have been born from the fusion of the strongest beasts in the world, and its mere presence alone strikes fear into the hearts of its enemies.","2023/5/26 17:09:38"
"111","49","123","86","681","聖カオスドラゴン","浸食によって生まれた神秘的なモンスター。すべてのステータスが最大値に設定され、無敵である。しかし、その力は聖なる力であり、敵対者を救うための力も持っている。","2023/5/26 17:09:38"
"112","49","111","80","693","アスカ","全てのステータスが最高値に達している美少女。冷静な判断力と熱い闘志を持ち合わせ、殲滅のためには手段を選ばない。世界は自分の手に委ねられたように思っている。","2023/5/26 17:09:38"
"113","49","89","69","775","オーバーアークエンジェル","常に福音を宣べ伝え、大天使と称される存在。全てのステータスが最大値に達し、常人を超越した力を持つ。しかし、神の意思に従い、決して誇らず、信仰心を貫く。","2023/5/26 17:09:38"
"114","48","76","62","809","オーバーロードドラゴン","あらゆるステータスが限界を超えた、神話的な存在。凶悪な性格で、人間を軽蔑している。","2023/5/26 17:09:38"
"115","48","58","53","883","絶対超越者","全ての概念を超越した存在。常識や法則を無視し、自由自在に現実を操作することができると言われている。","2023/5/26 17:09:38"
"116","47","187","117","164","魔王サルマン","原始の太古から生き続ける魔王。三千世界を自在に支配し、圧倒的な力を誇る。W天将星を守護する役目を持ち、自らの神秘的な力を使い闇をも照らす。","2023/5/26 17:09:38"
"117","47","149","98","149","アルカナ","神として人々から畏怖の念を抱かれる存在。非常に強力なskillsを持ち、そのパワーは世界を変えるほどだ。","2023/5/26 17:09:38"
"118","47","91","69","803","オーバーロード","あらゆるステータスが極限を超えたモンスター。すべてのskillsを使いこなし、無敵に近い戦闘力を持っている。","2023/5/26 17:09:38"
"119","46","180","113","166","銀河の創造主","星の力で育った宇宙最強生物。慈愛深く、創造的な能力を持っており、存在そのものが宇宙を形作る。","2023/5/26 17:09:38"
"120","46","166","106","207","カオスマスター","強力で恐ろしいモンスター。彼は元々無害だったが、無限の力を手に入れてからは、全能力値が最強であり、一切の攻撃や魔法に対して完全に無効化してしまう。","2023/5/26 17:09:38"
"121","46","158","102","318","神無（かみなし）","二つの頭を持ち、宇宙の中でも最強の存在とされる多元宇宙の神。どんな攻撃も無効化し、反射させてしまう。非常に高い知能を持ち、世界を見守っている。","2023/5/26 17:09:38"
"122","46","148","97","137","ゴッドビースト","破壊力があり、全てのステータスがMAXに達している伝説の怪物。その力は誰も測れない。","2023/5/26 17:09:38"
"123","46","92","69","555","アルティメットヒーロー","光に包まれた最強の勇者。無数の技を持ち、どんな敵も倒せる。攻撃や魔法を一切受け付けず、まるで無敵のようだ。","2023/5/26 17:09:38"
"124","46","88","67","771","ルシファー","堕天使にして、自由に天界を飛び回る神獣。その美しさは誰もが見惚れ、全ての生命を蘇らせる力を持っているが、戦うことを好む性格。","2023/5/26 17:09:38"
"125","45","117","81","689","魔神トランスファー","異世界から転移した、力強く恐ろしい魔神。全ての能力値が最大値に達する力を持ち、その力はあらゆる敵を蹴散らす。","2023/5/26 17:09:38"
"126","45","83","64","579","全能神獣","神の力を持つ伝説の獣。ATK、DEF、INT、抵抗力、AGL、全てが極限まで高く発揮される。","2023/5/26 17:09:38"
"127","45","63","54","817","ゴッドモンスター","進化した究極のモンスター。そのHPは常人の想像を超え、全てのステータスが最高レベルに達している。加えて、全ての攻撃を無敵で受け止め、自身のステータスを2倍にする力を持つ。","2023/5/26 17:09:38"
"128","44","162","103","454","鋼神ダイアモンド","鋼の鎧に包まれた巨大な神。身体の硬度は無敵であり、全知全能の力を持ち、攻撃を無効化し反射する能力がある。","2023/5/26 17:09:38"
"129","44","138","91","199","カオスライカー","一体強靭な肉体を持ち、二十六の最強skillsを持つ闘神。身軽な動きで敵を翻弄し、その力は神話にも語られる。","2023/5/26 17:09:38"
"130","44","108","76","697","究極種アルティメット","最強のモンスター。どんな敵にも勝利するため、強い意志を持った者にしか従わない。","2023/5/26 17:09:38"
"131","44","98","71","763","オーバーロードジェネシス","神秘的な光を放ちながら現れる、強大な全属性のモンスター。あらゆるステータスが最大値に達し、その力は想像を超える。ただし、非常に意志が強く、自分勝手な性格をしている。","2023/5/26 17:09:38"
"132","43","161","102","276","オメガウェポン","存在感のある獣で、非常に攻撃的で残忍。すべての怪物の中で最も強いskillsを持っている。","2023/5/26 17:09:38"
"133","43","105","74","766","ラストバトル","不死身で完全な究極の最強モンスター。絶対的な勝利を確実にする能力を持つ。","2023/5/26 17:09:38"
"134","43","89","66","773","聖天使ガブリエル","天界の神々に仕える天使。神々から授かった光の力で闇を浄化する。優れた能力を持っているが、慈悲深い性格で、決して力を見せびらかすことはない。","2023/5/26 17:09:38"
"135","43","89","66","780","深淵の邪神 オーディン","深淵の闇に潜む邪神。全てのステータスが最大限まで引き出されており、相手を一瞬で滅ぼす力を持つ。奥義と亜空間を自在に操ることができる。","2023/5/26 17:09:38"
"136","43","85","64","735","オーバーロード","どんな攻撃も通じず、完全無敵の姿を持つモンスター。全能力が20で、必中攻撃で敵を一瞬にして粉々にする。","2023/5/26 17:09:38"
"137","43","69","56","882","究極生命体","存在するすべての生命体の進化を経てうまれた超絶存在。圧倒的な力を誇り、その存在そのものが概念である。","2023/5/26 17:09:38"
"138","43","53","48","897","神の救世主","全ての生命を救うべく、神から選ばれた存在。ATK、DEF、INT、MGR、AGL、HPの全てが限界を超え、神の加護によって不死である。","2023/5/26 17:09:38"
"139","42","134","88","597","オムニポテント・ウルティメイト","願いどおりの力を持ち、全てを支配する能力を持つモンスター。その力ゆえに孤高を貫き、人間との距離を置いている。","2023/5/26 17:09:38"
"140","42","122","82","700","全能の獣","どの種族よりも強く、どのモンスターよりも頑丈である。その存在は神々すら驚愕させた。","2023/5/26 17:09:38"
"141","41","173","107","216","ドラゴンキング","火を吹くドラゴンの王様。自信過剰で威張り屋だが、一度友情を結ぶと誰よりも守り抜く。","2023/5/26 17:09:38"
"142","41","155","98","246","Eternal Void","A cosmic entity that embodies the vastness and darkness of the universe. It is an infinite abyss that devours all matter and energy that comes near it.","2023/5/26 17:09:38"
"143","41","57","49","877","Ignatius","A mythical creature with golden feathers and piercing eyes that can see through deception. Ignatius is incredibly fast and intelligent, with powerful defensive and offensive abilities. It was created by ancient artificial intelligence to protect the balance of the universe. It has an unyielding spirit that allows it to recover from almost any wound, making it nearly invulnerable.","2023/5/26 17:09:38"
"144","40","170","105","269","クロノバースト","時空を超越する存在。生命の始まりから終焉まで、全ての時空に存在している。破滅や誕生など、運命を操る力を持つ。","2023/5/26 17:09:38"
"145","40","122","81","677","龍王神樹","異世界から転生してきた最強の存在。パワー、スピード、INT、DEFなどあらゆるステータスが最大限に引き出されている。龍王の力を持ち、敵を粉砕する。","2023/5/26 17:09:38"
