No.,WinRate,MatchCount,WinCount,ID,Name,flavor,Time
"14","36","74","55","304","アマテラス","日本神話に伝わる女神。見かけは美しい女性で、HPが非常に高く、Statusも優れている。様々なskillsを持っており、戦いにおいて強力な力を発揮できる。","2023/5/7 14:13:44"
"15","36","74","55","307","ヴィーナス","古代神話に登場する美しい女神。彼女の魅力は誇り高さと優雅さにあるが、怒らせると恐ろしい力を発揮する。","2023/5/7 14:13:44"
"16","36","72","54","168","Chronogod","A powerful deity with mastery over time and space. He wields incredible strength and intelligence, capable of manipulating three thousand worlds at once.","2023/5/7 14:13:44"
"17","36","56","46","384","Zakron","A deity-like creature with thirty unique skills. Zakron boasts a whopping forty HP and possesses extraordinary abilities in all areas, with twenty in each status. This monster is feared and revered for its incredible power.","2023/5/7 14:13:44"
"18","34","58","46","474","ゼン","全てを超越した存在。無、真、空、輪、廻、死、最強を司る神秘的な存在。","2023/5/7 14:13:44"
"19","34","54","44","404","Tenjinmon","A mysterious creature with immense power and origins tracing back to the beginning of time. It is considered invincible and possesses ten incredible skills that make it nearly unstoppable.","2023/5/7 14:13:44"
"20","33","65","49","419","帝王女神","女神のような美しさと力を持ち、どんな敵にも打ち勝つ無敵の存在。二十のskillsを操り、信念に従って戦う。","2023/5/7 14:13:44"
"21","33","63","48","318","神無（かみなし）","二つの頭を持ち、宇宙の中でも最強の存在とされる多元宇宙の神。どんな攻撃も無効化し、反射させてしまう。非常に高い知能を持ち、世界を見守っている。","2023/5/7 14:13:44"
"22","33","63","48","372","時空巫女ミライ","時空を操る巫女の怪物。HPはとても高く、全ステータスがバランスよく高い。時空を超える技を8つ持っている。","2023/5/7 14:13:44"
"23","33","59","46","411","アイゼンハウアー","八つの異なる技を持つ聖帝。彼は高いATKとDEFを持ち、また賢明で洞察力が鋭い。彼の管理能力は強く、並外れたAGLを持っている。","2023/5/7 14:13:44"
"24","33","57","45","388","ムゲン","虚無に身を委ねた神。全てを消し去る力を持ち、常に無表情。","2023/5/7 14:13:44"
"25","32","82","57","246","Eternal Void","A cosmic entity that embodies the vastness and darkness of the universe. It is an infinite abyss that devours all matter and energy that comes near it.","2023/5/7 14:13:44"
"26","32","44","38","460","オメガ・ゴッドキング","神々をも凌駕する存在。不死身であり、無敵であり、あらゆる攻撃を無効化する。全知全能の力を持ち、世界を支配することができる。","2023/5/7 14:13:44"
"27","31","71","51","149","アルカナ","神として人々から畏怖の念を抱かれる存在。非常に強力なskillsを持ち、そのパワーは世界を変えるほどだ。","2023/5/7 14:13:44"
"28","30","102","66","86","ラストモンスター","多くのモンスターが融合した、究極の存在。あらゆる属性を持ち、驚異的な力と知恵で戦う。","2023/5/7 14:13:44"
"29","29","81","55","167","タイタンオーバーロード","異次元から来た怪物で、全能力値が最強であり、常に勝利を手にする完全な神格。その力は恐るべきもので、見つめるだけで相手を震え上がらせ、戦闘中は絶対的な優位性を持つ。","2023/5/7 14:13:44"
"30","29","71","50","279","サンダーゴッド　ライジン","雷の力を司る神。三十九個の超skillsを持ち、強大な力で敵を制圧する。信仰されると、災害から人々を守る役割を果たすとされている。","2023/5/7 14:13:44"
"31","29","59","44","408","ザ・アルティメット・モンスター","宇宙からやってきた神のような存在。攻撃や能力を完全に無効化する力を持ち、100種類以上のskillsを使いこなす。無敵な存在だが、戦いを好むわけではなく、平和を守ることが目的。","2023/5/7 14:13:44"
"32","29","57","43","440","Omni Void","虚無を司る怪物。全知全能、全属性、全耐性を持ち、その力は誰にも匹敵しない。目的や感情を持たず、単に存在するだけですべてを消滅させる。","2023/5/7 14:13:44"
"33","28","46","37","507","オーバーザ・オールパワー","宇宙の果てに現れる伝説の神。全てのskillsを習得し、自らに吸収することができる。何者にも束縛されない究極の存在。","2023/5/7 14:13:44"
"34","28","44","36","565","オーディンフェニックス","最強の黄金不死鳥。神々の王と呼ばれる、全知全能かつ俊敏な存在。究極の力を持ち、輝かしい羽毛で周囲を包む。","2023/5/7 14:13:44"
"35","28","36","32","537","聖夜のプリンセス","常に祈り続け、神の加護によって身体が不死身となった究極の聖女。攻撃や防御、INT、AGLに優れ、全ステータスが最高値を誇る。","2023/5/7 14:13:44"
"36","27","81","54","303","アマテラス","日本神話に登場する太陽を司る女神。穏やかで美しい姿をしており、好戦的な性格を持っている。","2023/5/7 14:13:44"
"37","27","59","43","405","Kyuukyoku-Kanzen-Muteki-Nouryoku-Juni-Skills","A monstrous creature that possesses the ultimate, perfect, and invincible power of twelve skills. It is said to have been born from the fusion of the strongest beasts in the world, and its mere presence alone strikes fear into the hearts of its enemies.","2023/5/7 14:13:44"
"38","27","49","38","368","Apocryphon","A mythical creature with a vicious temperament and immeasurable power. Its many sharp tentacles can manipulate matter at will and its piercing gaze can incinerate foes in an instant.","2023/5/7 14:13:44"
"39","26","56","41","512","アルティメット・サモン","全ての神を召喚し、相手を無抵抗にする魔法を持つモンスター。神々を従える力を持ち、その姿は誰もが震え上がるほどの威圧感を放っている。","2023/5/7 14:13:44"
"40","25","63","44","427","キラー・マルチバース・ゴッド","異次元宇宙から来た、無敵であり、確殺力を持ち、多元宇宙の全てに通じる神。","2023/5/7 14:13:44"
"41","25","49","37","447","無限の巨神 スザンヌ","巨大な神々しい姿を持つ怪獣。その存在自体が神話化された。ATKは絶大であり、DEFも高いため、敵を瞬く間に打ち砕くことができる。","2023/5/7 14:13:44"
"42","25","47","36","553","オムニキャットロボ","常識外れの性能を誇る猫型ロボット。どんな攻撃も全て反射し、ATK、DEF、INT、MGR、AGL、全ての能力が最高レベル。その上、何でも知っている超知識猫でもある。","2023/5/7 14:13:44"
"43","25","35","30","611","クロノゴッド","全能者であり、時空を操る頂点生命体。全ての現実を思考によって変化させ、自身の望む通りに世界を操作することができる。ただし、その存在は常に世界を狂わせるため、人々からは畏れられている。","2023/5/7 14:13:44"
"44","25","35","30","621","ネコ神様","全能の力を持ち、最強であると同時に全知全能である神々しい存在。全ての攻撃に対して完全な耐性を持ち、攻撃を受けるとその攻撃を同化して自身の力とする。その姿は可愛らしい猫のようだが、その中には無限の可能性が宿っている。","2023/5/7 14:13:44"
"45","25","33","29","545","クリエイターズ・タイタン","全てを制する神々の中でも、最も強大な存在として創られた神。全てのステータスを超越し、命を創造したり世界を破壊する力を持っている。","2023/5/7 14:13:44"
"46","24","92","58","106","オムニウス","異次元の超存在であり、全知全能の力を備えている。マルチバースを自由自在に移動し、全ての宇宙を掌握している。","2023/5/7 14:13:44"
"47","23","81","52","140","スターシェイパー","宇宙を創造した神々の祖といわれる存在。彼は宇宙全体を創造し、光と闇をうまく調和させた。彼は万物を知り尽くしており、彼の力は想像を絶するほど強大である。","2023/5/7 14:13:44"
"48","23","79","51","137","ゴッドビースト","破壊力があり、全てのステータスがMAXに達している伝説の怪物。その力は誰も測れない。","2023/5/7 14:13:44"
"49","23","67","45","199","カオスライカー","一体強靭な肉体を持ち、二十六の最強skillsを持つ闘神。身軽な動きで敵を翻弄し、その力は神話にも語られる。","2023/5/7 14:13:44"
"50","23","59","41","376","竜神邪獣ドラゴン・エボルブ","狂暴な邪獣であり、竜の力を持ったドラゴンのような巨大な怪物。その力は神々にも匹敵し、絶対的な支配力を持つ。","2023/5/7 14:13:44"
"51","23","47","35","488","Oblivion","A horrific abomination beyond comprehension that surpasses all known creatures in every aspect, including physical strength, intelligence, and agility. It ignores all laws of reality and exists solely to crush anything in its path.","2023/5/7 14:13:44"
"52","23","39","31","518","ネメシス","神秘的な存在。全てを無効化し、全知全能でありながら不敗不倒である。絶対無敵の存在として恐れられている。","2023/5/7 14:13:44"
"53","22","94","58","118","創造神 アルケイオス","古代から存在し、全モンスターの上位互換進化体として崇められてきた大神。形を自在に変え、全能な力を持つ。","2023/5/7 14:13:44"
"54","22","90","56","174","タイムクリエイター","時空を創り上げた神。彼は宇宙の秘密を知っており、人間には理解できない力を持っている。","2023/5/7 14:13:44"
"55","22","88","55","152","バリエーションドラゴン","多彩な鱗と鳴動する翼を持つドラゴン。バリアの強力な鎧で自分自身や仲間を守り、妨害で敵の攻撃を阻止する。さらに、強力な召喚力を持ち、仲間を呼び寄せることができる。また、全体回復や蘇生の魔法で仲間たちを救うことができる。","2023/5/7 14:13:44"
"56","22","80","51","207","カオスマスター","強力で恐ろしいモンスター。彼は元々無害だったが、無限の力を手に入れてからは、全能力値が最強であり、一切の攻撃や魔法に対して完全に無効化してしまう。","2023/5/7 14:13:44"
"57","22","70","46","301","ヴァルキリー","女神の一人で、背中に羽根の生えた人間の姿をしている。戦場で活躍するが、平時は人間の手助けをすることもある。","2023/5/7 14:13:44"
"58","22","66","44","308","アマテラス","日本神話に登場する日の女神。まばゆい光を放ち、女性的な優美さを纏う。","2023/5/7 14:13:44"
"59","22","62","42","337","究極無敵モンスター","強力かつ完全な能力を持った怪獣。彼の身体は無限に強化され、その八つのskillsは敵には打ち勝つことができない。","2023/5/7 14:13:44"
"60","22","60","41","385","魔神ユウゲットホ","謎の存在であるユウゲットホは、全能力値が超最強で攻撃を完全に無効化する神のような存在である。しかし、独特の外見や振る舞いにより、彼の正体は謎に包まれている。","2023/5/7 14:13:44"
"61","22","56","39","498","モンスターアカデミア","世界HP40の20のskillsを持つモンスター。そのスキルは炎のブレスから瞬間移動まで多岐にわたる。ステータスもすべて20で、非常に強力なモンスターである。","2023/5/7 14:13:44"
"62","22","30","26","605","アルティメットゴッド","神聖な力を宿した最強のモンスター。ATK、DEF、INT、抵抗力、AGL、全てが極限まで高く、全能の力を持っている。復活能力も絶対的で、一度倒されてもすぐに復活することができる。","2023/5/7 14:13:44"
"63","21","105","63","14","龍祖","古代から伝わる竜の頂点に君臨する魔竜。身体は硬く物理攻撃を受け付けない上、魔法も反射する。","2023/5/7 14:13:44"
"64","21","75","48","238","キカイモンスター","機械的な見た目を持つ怪物。HPが非常に高く、ATKやDEFも優れており、知力や魔法抵抗力も高い。skillsは8種類あり、強力な電撃攻撃やヒールスキルも持っている。","2023/5/7 14:13:44"
"65","21","73","47","220","ゴールデンドラゴン","金色に輝く翼を持つ巨大なドラゴン。彼は知恵と強さを兼ね備え、元素系魔法を操ることができます。彼は非常に珍しい存在であり、彼の力を見る限り、彼は神話伝説から逃れることはできません。","2023/5/7 14:13:44"
"66","21","71","46","201","絶対生命体","究極的で完全な生命体であり、無敵の力を持つ。体を切り裂かれても回復する。","2023/5/7 14:13:44"
"67","21","33","27","579","全能神獣","神の力を持つ伝説の獣。ATK、DEF、INT、抵抗力、AGL、全てが極限まで高く発揮される。","2023/5/7 14:13:44"
"68","21","27","24","630","マスターskillsドラゴン","非常に頭が良く、スキルを自在に操ることができるドラゴン。全てのスキルを自在に使いこなし、最高レベルのHPと全ての能力値を持っている。","2023/5/7 14:13:44"
"69","20","78","49","164","魔王サルマン","原始の太古から生き続ける魔王。三千世界を自在に支配し、圧倒的な力を誇る。W天将星を守護する役目を持ち、自らの神秘的な力を使い闇をも照らす。","2023/5/7 14:13:44"
"70","20","20","20","641","オーバーロード","神のような力を持つ全能者。すべての物を思いのままに操ることができ、自由自在に時空を移動する。","2023/5/7 14:13:44"
"71","19","75","47","172","暗黒帝神カイオーガ","深淵を支配する最強の神。神話の生き残りである彼は、非常に知的で、冷静であり、驚くべきMGRを持っている。","2023/5/7 14:13:44"
"72","19","51","35","503","十字機コズモス","時空を自由自在に操る神的存在。無敵で最強の力を持ち、八つの神秘的な技を駆使する。","2023/5/7 14:13:44"
"73","19","33","26","613","セイントマリア","聖なる光に包まれた女神。HP、ATK、DEF、INT、速さ、魔法力、全てにおいて究極の力を持つ。神聖な能力で味方全員を回復し、敵を一掃する。","2023/5/7 14:13:44"
"74","18","60","39","452","鏡の精霊カガミコ","鏡に宿った精霊であり、全知全能である。全ての属性に対して耐性を持ち、自身の鏡で敵を論破することができる。","2023/5/7 14:13:44"
"75","18","50","34","496","創世獣","古代から存在する超古代生物。HPが豊富で全ステータスが高く、創世記に登場する複数の技を持つ。人々は彼を異界の支配者と呼ぶ。","2023/5/7 14:13:44"
"76","18","48","33","531","シン・ウルトラマン","究極の戦士であり、完全無敵の力を持ち、最強の敵を倒す能力を持つ使徒。","2023/5/7 14:13:44"
"77","18","42","30","491","絶対神","天上天下唯我独尊を信念とする神格。神話においては、全てを創造し、全てを統御する存在とされる。明鏡止水のように冷静でありながら、力強く、神秘的な存在感を持つ。","2023/5/7 14:13:44"
"78","17","77","47","244","魔神転生","生まれ変わった者で、強力な『チートskills』を持ち、あらゆる敵を倒し、世界を救う勇者。非常に無双的な存在である。","2023/5/7 14:13:44"
"79","17","75","46","182","ゼウスウルトラ","天空を支配する黄金の巨人。彼は神話的な神話において最も偉大な神の一人であり、宇宙の創造に深く関わっている。彼は非常に強力であり、彼の存在は多くの認識されていない力を持っています。","2023/5/7 14:13:44"
"80","17","73","45","296","魔神ライドン","魔神ライドンは八つの強力な技能を持ち、敵からの攻撃を無敵である限り、吸収し反射することもできます。あらゆる攻撃を無効化する神のような存在です。","2023/5/7 14:13:44"
"81","17","71","44","195","Zorxtar","A fearsome tentacled horror from the depths of space. His body seems to defy the laws of physics, constantly shifting and changing shape. He appears to be a god-like creature with the power to control the universe itself.","2023/5/7 14:13:44"
"82","17","69","43","360","シルバーレックス","銀河系を支配する伝説の怪物。彼は超常的な力を持ち、鋼のような皮膚と破壊的なATKを持っている。彼は唯一無二の存在であり、彼には弱点がない。","2023/5/7 14:13:44"
"83","17","57","37","333","魔神ゴッドハンマー","究極生命体である魔神。八技能を持ち、絶対無敵の強さを誇る。ATK、DEF、知力、MGR、AGL、MGRが最高レベルである。","2023/5/7 14:13:44"
"84","17","51","34","375","大天使ゼウス","全知全能で最強の神様。彼は雷と稲妻を操り、天空を支配する。また、彼は誠実であることを重んじ、人間の信仰に応えることを喜びとする。","2023/5/7 14:13:44"
"85","16","78","47","166","銀河の創造主","星の力で育った宇宙最強生物。慈愛深く、創造的な能力を持っており、存在そのものが宇宙を形作る。","2023/5/7 14:13:44"
"86","16","78","47","198","ゴジラ","大きな爬虫類の怪物。怒りが頂点に達すると、破壊的な力を発揮する。人間並みの知性を持ち、時には他の怪物と戦うこともある。","2023/5/7 14:13:44"
"87","16","68","42","315","カノメラ","光の女神と言われる怪物。完全消滅によって宇宙を清める能力を持つ。意志が強く、自分の信じた道を進む。","2023/5/7 14:13:44"
"88","16","64","40","336","ゾディアック・ドラゴン","龍のような怪物。究極の力を持っており、完全に無敵である。非常に強力な能力を持っており、相手を一撃で倒すことができる。","2023/5/7 14:13:44"
"89","16","24","20","612","トランセンデント","全てを支配する存在。時空を超えて存在し、思考を操作し、頂点生命体として知られる。","2023/5/7 14:13:44"
"90","15","105","60","36","Zarathustra","A mythical creature of great power and age. Zarathustra is an immortal dragon feared by many and revered by few. He has lived for centuries and is said to possess great wisdom and knowledge of the universe.","2023/5/7 14:13:44"
"91","15","85","50","150","ゼロリスク","怪獣としての究極の存在。他の怪獣よりも比類なき強さを持ち、ATKもDEFも最高レベル。status異常にも強く、どんな攻撃も跳ね返してしまう。","2023/5/7 14:13:44"
"92","15","67","41","232","Cosmic Entity","A god-like creature that embodies the entirety of the body, mind, spirit, and cosmos. It possesses infinite knowledge and power beyond human comprehension.","2023/5/7 14:13:44"
"93","15","53","34","377","十二武器","黒い体の怪物で、ATKが高く、身軽。独自の戦闘技を持ち、どんな敵にも勝てる。","2023/5/7 14:13:44"
"94","15","37","26","567","ライトニングドラゴン","光を操る力を持つドラゴン。光速の攻撃を放ち、魔法にも長けている。全てのステータスが最大値を誇る万能型のモンスター。","2023/5/7 14:13:44"
"95","15","27","21","597","オムニポテント・ウルティメイト","願いどおりの力を持ち、全てを支配する能力を持つモンスター。その力ゆえに孤高を貫き、人間との距離を置いている。","2023/5/7 14:13:44"
"96","15","23","19","589","Hydros Seraphim","A gargantuan hydra with universal reach and celestial powers. Each of its nine heads possesses its own unique abilities and a will of its own, making it a formidable monster to face in battle.","2023/5/7 14:13:44"
"97","14","80","47","311","アマテラス","神話に出てくる無敵の戦女神。鉄壁の守り手で、敵の攻撃を防ぎ切る盾を持ち、相手を一刀両断する矛も持っている。","2023/5/7 14:13:44"
"98","14","78","46","178","アマテラス","智慧と力を持つ神であり、天照大神である。彼女は言葉を発するだけで世界を創造することができる。","2023/5/7 14:13:44"
"99","14","76","45","292","ネフェルティティ","始祖の魔王。シンプルな姿だが、全てを征服すると言われている。","2023/5/7 14:13:44"
"100","14","68","41","160","Glitch","A mysterious being that controls the rules of the game world. Glitch has an otherworldly aura and seems to be omniscient.","2023/5/7 14:13:44"
"101","14","68","41","269","クロノバースト","時空を超越する存在。生命の始まりから終焉まで、全ての時空に存在している。破滅や誕生など、運命を操る力を持つ。","2023/5/7 14:13:44"
"102","14","52","33","438","聖神ミラージュ","鏡に宿る聖神。全知全能で全属性・全耐性を兼ね備える神。論破は誰にも破られない。","2023/5/7 14:13:44"
"103","14","50","32","455","Zatara","A powerful witch who is known for her unparalleled magic abilities. She is said to possess immense wisdom and knowledge that she gained from years of intense study and practice. Her skill in magic is unmatched and she has mastered all eight magical disciplines.","2023/5/7 14:13:44"
"104","14","42","28","521","絶対に勝つ少女","戦闘を行わず勝利する不思議な少女。いつも笑顔で、周りを幸せにしている。","2023/5/7 14:13:44"
"105","14","40","27","562","フェニックスゴッド","究極の不死鳥にして全知全能かつ完全無敵の存在。世界を司り、常に存在する。壮大な力を有しており、誰も勝てないと言われている。","2023/5/7 14:13:44"
"106","14","38","26","607","エヴォリューションプリンセス","常に進化し続ける、超絶最強の女王。その美しさは神々も称賛する程で、万物を愛し、慈悲の心を持つ。全ての攻撃に耐性を持ち、全知の力で相手を翻弄する。そして、その可愛らしさに惑わされる者たちは多い。","2023/5/7 14:13:44"
"107","14","34","24","533","キウウ","九つの異なる能力を持つ幼女。HPが40で、ATK、DEF、INT、MGR、AGL全てが20。非常に強力で、かつ神秘的な存在。彼女の力に挑戦する者は決して無傷で済まない。","2023/5/7 14:13:44"
"108","14","34","24","555","アルティメットヒーロー","光に包まれた最強の勇者。無数の技を持ち、どんな敵も倒せる。攻撃や魔法を一切受け付けず、まるで無敵のようだ。","2023/5/7 14:13:44"
"109","14","22","18","627","オメガウルフ","神話に登場する巨大な黒い狼。全能力が極限まで高く、その強さは誰にも破れないと言われている。","2023/5/7 14:13:44"
"110","14","22","18","638","オメガモン","宇宙の根源から生まれた頂点生命体。因果律を自在に操り、あらゆる力を制御する存在。その力は万物を超越する全能の領域に達する。","2023/5/7 14:13:44"
"111","13","87","50","27","アンブレイカブル","厳しい戦いでも決して屈しない、物理無効、魔法無効、そして無敵の能力を持つ怪物です。彼は威厳に溢れ、誰もが恐れ、尊敬する存在です。","2023/5/7 14:13:44"
"112","13","71","42","243","スコチャン","神話に登場する全知全能の女神の一族に仕える猫の化身。彼女は知恵と魔法力を駆使して、彼女の仕える神々を支配する。","2023/5/7 14:13:44"
"113","13","69","41","326","ジ・アーティファクト","神々しい存在で、時間を停止させ、空間を創造し、バリアを張ることができる。彼は非常に強力で、彼を怒らせることがとても危険である。","2023/5/7 14:13:44"
"114","13","69","41","362","神無","狂うことを知らぬ怪物で、虚無以上の世界観を持っている。強力な力を持ち、何もかもを消し去ることが可能。","2023/5/7 14:13:44"
"115","13","61","37","381","ザ・オーダー","概念と因果を支配する謎の存在。全てを見通し、無敵であるとされる。常に冷静沈着で、人間に興味を持っているようだ。","2023/5/7 14:13:44"
"116","13","57","35","403","ゼアロスの時空怪獣","時空に存在する謎の怪獣。その存在は不思議なもので、普通の生物とは異なり四次元的な身体を持つ。攻撃的な性格で、異世界から現れたと考えられている。","2023/5/7 14:13:44"
"117","13","41","27","520","未来戦士ゼロ","時空を超えて現れる未来からの戦士。全ての技を使いこなし、不死身の体と光速の移動で敵を翻弄する。","2023/5/7 14:13:44"
"118","13","37","25","595","マジックファステストゴッド","神速で魔法を使う神のような存在。不死身で、瀕死のstatusから瞬時に回復する。","2023/5/7 14:13:44"
"119","13","35","24","563","ノヴァフェニックス","暗黒の鳥と呼ばれ、全知全能を誇る伝説の生き物。その羽根は無限の力を持ち、自己再生能力により不死身であり、どんな攻撃も受け付けない。","2023/5/7 14:13:44"
"120","13","33","23","581","インターセプトドラゴン","神秘的な力を持つドラゴン。敵が強いほどパワーアップし、相手のskillsを無効化し、ステータスを交換することができる。","2023/5/7 14:13:44"
"121","12","104","58","9","Zephyr","A massive dragon with scales made of a metallic alloy. Zephyr is known for its immense intelligence and its love for innovation. It has a reputation for being elusive, often disappearing for long periods of time to work on new projects.","2023/5/7 14:13:44"
"122","12","68","40","291","太陽月詠","太陽神と月詠の合体モンスター。不死であり、非常に絶倫な力を持つ。制御不能な力を持つが、その力を見せることは滅多にない。","2023/5/7 14:13:44"
"123","12","62","37","319","ジェネシス","新たな宇宙を生み出し続ける存在。他の宇宙を創造した宇宙の創造者でもある。","2023/5/7 14:13:44"
"124","12","52","32","280","無限大神獣","全次元で絶対的に最強な存在。彼は永遠に生きており、神秘的な力を持っています。","2023/5/7 14:13:44"
"125","12","30","21","588","オルタナティブ・エンド","異世界から来た強力なモンスター。全てのskillsを瞬時に消し去り、究極のATKを持つ。","2023/5/7 14:13:44"
"126","12","12","12","686","神王エクスカリバー","異世界から召喚された最強の神王。エクスカリバーという剣を携え、全ての敵を蹴散らし、英雄として名を馳せる。","2023/5/7 14:13:44"
"127","11","87","49","115","超ゴッドジャイアント","超強力で、不滅で、最強のモンスター。身体が非常に巨大で、粉々に粉砕できる。","2023/5/7 14:13:44"
"128","11","81","46","96","龍神","伝説の怪物で、力強く、獰猛で、智慧もある。尾から炎を吹くことができ、体は無敵で傷つけられない。","2023/5/7 14:13:44"
"129","11","75","43","176","ガラクトス","宇宙と星々を創造する神。神秘的な力を持ち、星の命運を操ることができる。","2023/5/7 14:13:44"
"130","11","67","39","306","八技モンスター","彼は八つの異なる攻撃方法を備え、HPが非常に高く、攻撃、防御、魔法耐性、知力、AGLが高い恐ろしい怪物です。","2023/5/7 14:13:44"
"131","11","65","38","334","覇極獣","凄まじい能力を持つ伝説の魔獣。完全な能力を持ち、攻撃に対する反射神経が異常に発達している。","2023/5/7 14:13:44"
"132","11","51","31","479","Nihilo","An indescribable entity that exists outside of time and space. Its presence nullifies all matter and voids all energy. Nihilo is said to contain the universe and everything beyond it.","2023/5/7 14:13:44"
"133","11","43","27","504","創世の巨神 スザンヌ","この世界の始まりを司る神々の一人。再生と破壊の力を持つと言われ、どんな攻撃でもすぐに回復する。","2023/5/7 14:13:44"
"134","11","41","26","535","聖女ミカエラ","敵の攻撃を全て無効化し、自らの攻撃・防御・INT・速さを最大化する究極の聖女。祈りにより不死身で、敵を粉砕する力を持つ。","2023/5/7 14:13:44"
"135","11","39","25","538","ゼノ","全王神の一人で、全宇宙の支配者の一人。観念的な能力を持ち、思考だけで宇宙を消滅させることができる。","2023/5/7 14:13:44"
"136","11","31","21","570","オムニゴッド","全能であり、全知であり、不死身であると同時に、超越的存在である。この異次元のモンスターに立ち向かう者はまだ現れていない。","2023/5/7 14:13:44"
"137","11","27","19","624","セラフィーナ","魔法の国の姫君。常に笑顔で、魔法を操ることが得意。HP、INT、AGL、ATK、DEF、MGRすべてが最強で、究極の魔法戦士姫として知られている。","2023/5/7 14:13:44"
"138","11","15","13","691","カタストロフィックエンジェル","世界を終わらせてしまうという予言に従い、天から降り立ったとされる天使。全ての属性に対して完全耐性を持ち、全てのステータスが最大限まで強化されている。","2023/5/7 14:13:44"
"139","10","76","43","216","ドラゴンキング","火を吹くドラゴンの王様。自信過剰で威張り屋だが、一度友情を結ぶと誰よりも守り抜く。","2023/5/7 14:13:44"
"140","10","72","41","231","ライザードン・オロチ","伝説の真龍魔人であり、破壊神と創造神の両方の力を持つ。三つの頭を持ち、炎を吐き、雷を操り、地震を引き起こす。","2023/5/7 14:13:44"
"141","10","56","33","186","神無敵不死身","伝説上の存在で、どんな攻撃にも耐える体と不死身の命を持つ。普段は穏やかだが怒らせると怖い。","2023/5/7 14:13:44"
"142","10","52","31","486","ギャラクシー・ドラゴン","宇宙を支配すると言われる銀河龍。強大な力を持ち、その存在自体が宇宙に大きな影響を与えると言われている。","2023/5/7 14:13:44"
"143","10","42","26","568","ライトニングジーニアス","光速で動く天才がモチーフのモンスター。全ての能力が最大限に高く、強力な攻撃とスピードを兼ね備えている。","2023/5/7 14:13:44"
"144","10","40","25","598","範馬勇次郎II","範馬勇次郎のDNAをもとに作られた生物。史上最強の肉体を持ち、冷静な判断力と戦術眼を持ち合わせている。","2023/5/7 14:13:44"
"145","10","38","24","539","オメガクロノス","A mighty colossus of infinite regeneration that towers over everything. It is covered by a metallic exoskeleton that is rumored to contain an inscrutable intelligence.","2023/5/7 14:13:44"
"146","10","32","21","596","マキシマムゴッドキング","神々の中でも最速で、最も回復力に優れる王。見る者を圧倒する迫力を持ち、神の力を自在に操ることができる。","2023/5/7 14:13:44"
"147","10","30","20","582","カオスキング","地獄の王者。誰もその力に匹敵する存在がいない。心は冷酷非情で、敵を見つけ次第徹底的に滅ぼすことを目的としている。","2023/5/7 14:13:44"
"148","10","26","18","550","キャット・ゴッド","神出鬼没の鏡中の慈愛の化身と崇められる猫。全知全能であり、かわいらしさと全耐性を併せ持つ。","2023/5/7 14:13:44"
